Gender,Age,Education,Employment,marital,fshopper,mplanner,easy,familiarity,friends,Useful,Easiness,Sufficient,Trusfulness,Clear,netquan,low in fat,low in cho,sodium,e labels
0,35,4,4,1,1,1,2,4,5,4,3,4,3,5,1,2,2,1,1
0,31,4,4,1,1,1,2,3,5,4,2,4,3,5,0,2,3,4,1
0,33,4,4,1,1,1,3,3,4,4,4,4,3,5,1,2,2,3,1
0,37,5,3,1,1,1,2,3,5,4,4,3,4,4,1,1,2,3,1
0,40,2,5,1,1,1,2,4,5,2,2,4,2,5,1,1,1,3,1
0,38,1,5,1,1,1,2,5,4,2,3,4,2,5,1,2,2,2,1
0,35,3,5,1,1,1,2,4,5,2,3,4,2,5,1,0,2,3,1
0,41,2,5,1,1,1,2,4,5,2,3,4,3,5,1,0,3,3,0
0,32,2,5,0,0,1,1,4,4,2,3,4,2,5,2,2,2,3,1
0,33,1,5,1,1,1,4,5,5,2,3,4,2,5,1,1,2,3,1
0,43,2,5,1,1,1,4,5,5,3,3,4,3,5,1,1,2,4,1
0,35,3,5,0,1,1,2,5,5,3,3,4,4,1,2,1,1,2,1
0,43,1,5,1,1,1,2,5,4,3,1,4,0,5,1,2,1,4,0
0,32,1,5,1,1,1,1,5,5,3,1,4,1,2,1,2,3,2,1
0,36,2,2,0,1,1,1,5,5,3,1,4,2,2,1,1,1,1,1
0,37,2,2,0,1,1,3,5,4,4,1,4,4,2,1,1,2,3,1
0,32,1,2,0,1,1,2,5,5,4,1,4,4,2,1,1,1,3,1
0,42,2,2,1,1,1,3,5,5,4,2,4,4,2,2,1,2,2,1
0,37,3,1,1,1,1,1,5,4,3,1,4,3,3,2,0,2,4,1
0,57,2,6,0,1,1,1,5,5,2,1,4,3,3,2,2,3,3,1
0,55,3,6,0,1,1,1,5,5,2,1,4,3,1,0,0,1,4,1
0,34,4,1,0,1,1,2,5,5,2,3,4,3,5,0,2,2,4,0
0,31,5,1,0,0,1,2,5,4,2,1,4,2,3,1,2,2,3,0
0,26,5,4,0,1,1,2,5,5,0,1,4,3,1,1,1,2,2,0
0,40,3,4,0,0,1,5,5,4,1,1,4,2,1,1,2,1,2,0
0,28,3,4,1,1,1,2,5,4,1,1,4,2,4,1,1,1,3,1
0,35,2,3,1,1,1,3,5,5,1,1,4,3,1,1,1,1,3,0
0,42,1,1,1,1,1,2,5,5,0,2,4,3,4,1,1,2,3,0
0,40,3,1,1,1,1,2,5,5,1,1,4,2,2,1,2,1,3,1
0,36,2,5,1,1,1,2,5,4,1,1,3,2,5,1,2,2,2,0
0,32,5,1,1,1,1,3,5,4,5,5,2,5,2,1,1,2,3,1
0,27,5,4,1,1,1,1,5,4,5,5,2,5,5,1,1,3,2,0
0,34,5,1,1,1,1,3,5,5,5,5,2,5,1,1,1,2,3,1
0,32,5,1,1,1,1,4,3,5,5,4,2,5,5,1,0,1,3,1
0,40,4,4,1,1,1,2,4,5,5,4,3,5,2,1,2,2,4,0
0,36,4,4,1,1,1,2,3,5,5,4,3,5,2,0,1,3,3,1
0,37,4,4,1,1,1,1,2,4,4,4,3,4,1,1,3,3,4,1
0,36,4,3,1,1,1,1,4,5,4,4,2,5,4,1,3,2,3,1
0,35,4,3,1,1,1,2,3,4,4,4,2,5,2,1,3,1,4,1
0,25,4,3,1,0,1,2,4,4,4,4,2,5,1,0,3,3,4,1
0,36,4,4,1,1,1,1,3,5,4,5,2,3,3,1,1,2,3,1
0,25,4,4,1,1,1,4,5,5,4,5,2,3,2,1,1,2,2,1
0,33,5,5,1,0,1,1,2,4,4,5,2,5,5,1,1,0,3,1
0,40,5,1,1,1,1,2,3,5,4,4,3,5,5,1,1,2,3,1
0,33,5,1,1,1,1,2,4,5,5,4,2,5,2,1,1,1,1,0
0,41,5,1,1,1,1,1,4,5,5,5,3,5,2,1,1,2,3,0
0,27,5,4,1,1,1,2,3,4,5,5,3,5,3,1,1,2,1,1
0,37,5,1,1,1,1,1,5,5,5,5,3,5,3,1,1,2,3,1
0,33,5,1,1,1,1,4,3,4,5,5,3,3,3,1,0,3,4,1
0,43,5,1,1,1,1,2,5,5,5,5,3,5,3,0,2,1,4,1
0,25,5,3,0,1,1,2,4,4,5,5,3,5,2,0,0,1,3,1
0,26,5,3,0,1,1,2,4,5,5,5,3,5,2,0,0,1,2,1
0,39,5,1,1,1,1,3,2,4,5,5,3,5,2,0,1,3,1,1
0,22,5,5,0,1,1,1,3,4,5,5,3,5,2,0,2,1,3,1
0,35,5,1,1,1,1,3,3,4,5,5,3,5,2,1,3,3,3,0
0,41,5,1,1,1,1,2,3,5,5,5,3,5,2,1,2,1,4,1
0,33,5,1,1,1,1,1,4,5,5,5,3,5,2,1,2,2,3,0
0,35,5,1,1,1,1,1,2,5,5,5,3,5,2,1,1,1,2,1
0,34,4,5,1,1,1,1,3,4,5,5,3,5,4,0,2,1,2,1
0,32,5,1,1,1,1,1,4,5,5,4,3,5,4,0,1,3,1,0
0,37,5,1,1,0,1,1,3,5,5,4,2,5,4,0,1,2,2,1
0,30,5,1,1,0,1,3,2,4,5,4,4,5,4,0,2,1,1,1
0,30,5,1,1,0,1,4,3,4,5,4,3,4,4,1,2,2,3,0
0,40,5,1,1,0,1,4,5,5,5,5,2,5,4,1,1,1,2,1
0,22,5,1,0,1,1,2,4,5,5,5,3,5,4,1,2,2,3,1
0,35,5,1,1,1,1,1,2,5,5,4,3,5,4,1,2,2,4,1
0,27,4,5,1,1,1,2,2,5,5,5,3,5,4,1,2,2,3,1
0,35,2,3,1,1,1,3,3,4,4,2,4,2,4,1,0,2,4,0
0,34,2,3,1,1,1,3,2,4,5,3,5,3,4,1,1,2,1,1
0,32,2,3,1,1,1,5,3,4,5,3,5,3,4,1,1,2,2,1
0,39,3,3,1,1,1,5,4,5,4,3,4,3,4,2,2,3,3,0
0,41,2,3,1,1,1,4,3,4,4,3,4,3,4,1,1,2,3,1
0,43,4,5,1,1,1,1,4,5,3,3,4,3,4,1,0,2,4,1
0,28,5,4,0,1,1,2,4,5,3,3,4,3,4,2,1,3,4,1
0,38,5,4,1,1,1,1,1,5,3,4,4,3,4,0,2,1,1,1
0,36,5,1,0,1,1,4,2,5,3,4,3,3,4,1,2,2,3,1
0,36,4,1,0,1,1,3,4,4,3,4,3,3,4,2,1,3,3,0
0,37,3,1,1,1,1,1,2,4,3,3,3,3,4,1,1,2,3,0
0,33,2,1,1,1,1,2,4,5,3,4,3,3,4,1,1,2,3,0
0,30,1,3,1,1,1,1,2,4,3,4,4,3,4,2,2,2,1,0
0,36,1,3,0,1,1,5,2,5,3,3,4,3,4,2,2,1,4,0
0,29,2,4,0,1,1,1,4,4,3,3,3,3,4,0,1,2,4,0
0,30,1,3,0,1,1,3,3,4,3,3,3,2,5,1,3,2,3,0
0,31,3,2,0,1,1,4,2,5,1,2,4,2,2,0,3,2,4,0
0,36,4,2,0,0,1,2,2,5,0,2,4,2,1,1,1,1,3,0
0,27,5,1,0,0,1,2,2,4,3,2,3,3,3,1,2,3,3,0
0,30,5,1,1,0,1,2,1,5,3,2,5,3,3,2,1,1,3,1
0,41,3,2,1,1,1,2,5,5,3,2,4,3,3,1,2,2,2,0
0,30,3,2,1,1,1,2,3,4,3,2,5,3,1,1,1,2,2,0
0,35,3,5,1,1,1,1,3,5,3,2,4,3,1,1,2,2,4,0
0,32,3,5,1,1,1,1,1,5,3,4,3,3,5,2,1,3,4,0
0,38,3,5,1,1,1,1,3,5,3,2,4,3,4,1,2,3,3,0
0,40,3,5,1,1,1,5,2,4,3,2,3,3,1,1,0,2,3,0
0,33,5,1,1,1,1,1,4,5,3,2,3,3,3,2,3,2,2,0
0,29,4,1,0,1,1,2,2,4,3,2,3,3,5,1,2,2,3,0
0,31,4,1,0,1,1,2,4,4,4,2,3,3,5,2,0,2,4,0
0,35,4,1,0,1,1,5,2,5,4,2,3,3,3,1,2,3,2,0
0,32,4,2,0,1,1,2,4,5,2,2,3,3,1,2,0,2,4,0
0,41,4,5,1,1,1,1,2,5,2,4,3,3,3,1,1,2,4,1
0,33,4,1,1,1,1,1,3,5,2,2,3,3,2,1,0,1,2,1
0,36,4,1,1,1,1,1,3,5,2,2,3,3,4,0,2,1,3,1
0,32,4,1,1,1,1,1,3,5,3,3,3,3,2,2,1,2,3,1
0,32,4,1,1,1,1,3,3,4,4,3,3,3,2,1,1,1,3,1
0,38,4,1,1,1,1,1,3,5,4,3,3,3,3,2,2,3,1,0
0,35,4,1,1,1,1,2,5,5,3,3,3,3,1,2,2,1,3,1
0,30,4,1,1,1,1,1,4,4,3,3,3,3,2,2,2,1,4,1
0,43,4,1,1,1,1,4,5,4,3,3,3,3,1,0,1,2,2,0
0,42,4,1,1,1,1,2,3,4,3,3,3,3,3,0,2,2,3,1
0,36,4,1,1,1,1,3,3,5,3,3,3,3,1,2,2,2,3,1
0,32,3,1,1,1,1,2,4,4,3,3,3,3,2,2,1,2,3,0
0,36,5,1,1,1,1,3,2,4,2,3,3,3,1,0,1,1,1,0
0,27,5,4,0,1,1,5,4,5,2,3,3,3,4,0,0,1,1,0
0,31,5,1,1,1,1,2,3,5,2,2,3,3,3,1,2,2,1,0
0,33,5,1,1,1,1,2,3,4,3,2,3,3,5,1,0,1,3,1
0,37,3,1,1,1,1,2,2,4,3,2,3,3,2,1,2,2,1,1
0,38,2,1,1,1,1,2,2,5,3,3,3,3,3,0,2,2,3,1
0,27,2,4,1,1,1,2,2,5,3,3,3,3,1,2,2,0,3,1
0,60,5,6,1,0,0,4,4,4,5,5,3,4,5,1,2,3,2,1
0,61,5,6,1,0,0,1,3,5,5,5,3,4,1,1,2,2,2,0
0,58,5,6,1,0,0,3,2,5,5,5,3,4,2,1,2,3,1,0
0,53,5,6,1,1,1,2,5,4,5,5,3,4,1,2,0,2,3,0
0,60,5,6,1,0,1,2,3,5,5,5,3,5,3,0,1,0,2,0
0,60,1,6,1,0,0,1,2,4,5,5,3,4,1,0,2,1,3,0
0,53,1,1,1,1,0,4,3,5,5,5,3,4,2,1,2,2,2,1
0,56,1,1,1,1,1,2,3,4,5,5,3,4,1,1,2,2,3,1
0,60,2,6,1,0,1,3,3,4,5,5,3,5,1,2,1,3,3,1
0,54,2,1,1,1,1,1,2,5,5,5,3,4,2,2,1,2,2,1
0,50,2,1,1,1,1,2,2,4,5,5,3,4,3,0,1,3,3,0
0,54,4,1,1,1,1,2,4,4,5,4,3,4,2,2,1,3,2,1
0,53,4,1,1,0,1,1,4,5,5,5,3,4,5,2,2,2,2,1
0,56,4,6,1,1,1,2,4,5,5,5,3,4,1,2,2,2,4,0
0,56,4,1,1,0,1,2,4,4,5,4,3,4,5,0,1,1,4,1
0,46,4,5,1,0,1,1,2,5,5,4,3,4,1,2,0,1,3,1
0,56,4,5,1,0,1,1,3,5,5,5,3,4,5,1,0,2,4,1
0,46,4,5,1,0,1,2,1,5,5,4,3,4,5,2,2,1,3,1
0,58,5,6,1,0,1,2,4,4,5,4,3,4,5,2,2,1,4,1
0,52,5,5,1,1,1,4,2,5,5,4,3,4,5,1,2,1,3,0
0,47,4,5,1,0,1,2,4,4,5,5,3,4,5,1,2,2,2,0
0,58,4,5,1,0,1,1,2,4,5,4,3,4,5,0,1,3,4,1
0,58,4,5,1,0,1,4,4,4,5,4,3,4,5,1,0,1,4,0
0,38,2,3,0,0,1,3,3,5,4,3,3,3,5,2,1,2,3,1
0,28,3,3,0,1,1,2,5,5,3,3,3,3,5,1,3,2,3,1
0,32,2,3,0,0,1,2,5,5,3,3,3,3,5,2,0,3,2,1
0,36,3,3,0,1,1,2,4,4,3,3,3,3,5,1,0,1,4,1
0,37,4,2,0,1,1,1,5,5,4,4,3,3,5,1,1,2,3,0
0,32,4,2,0,1,1,1,5,5,3,3,3,3,5,2,0,1,3,0
0,37,4,2,0,1,1,2,4,4,3,3,3,3,5,1,2,3,4,0
0,28,4,2,0,1,1,1,5,5,3,3,3,3,5,0,1,2,3,0
0,34,5,1,0,1,1,1,4,4,3,3,3,3,5,2,1,3,3,0
0,35,5,1,0,1,1,2,4,5,3,3,3,3,5,2,2,1,3,0
0,29,4,1,0,0,1,2,5,5,3,3,3,3,5,2,3,2,2,0
0,22,4,4,0,0,1,1,5,5,3,3,3,3,5,2,0,3,4,0
0,35,4,4,0,1,1,2,5,5,5,3,4,3,5,1,1,2,1,0
0,35,5,1,0,1,1,2,5,5,5,3,4,3,5,1,2,0,3,0
0,31,5,1,0,1,1,2,5,4,5,3,3,3,5,2,2,0,2,0
0,27,5,1,1,0,1,5,5,5,5,3,3,3,4,2,1,2,4,0
0,36,5,1,1,1,1,2,5,5,4,4,4,3,2,1,2,3,4,0
0,39,2,3,1,1,1,3,5,5,3,3,3,3,2,2,1,3,3,0
0,41,5,1,1,1,1,4,3,5,3,3,3,3,1,2,2,3,4,0
0,39,5,1,1,1,1,2,3,5,3,3,3,3,3,1,2,1,4,0
0,38,5,1,1,1,1,3,3,4,2,3,0,3,2,0,1,3,2,0
0,36,5,1,1,1,1,2,4,4,2,3,3,3,4,1,2,1,3,0
0,41,2,3,1,1,1,3,3,5,2,3,3,3,3,1,2,2,2,0
0,33,4,5,1,1,1,1,2,5,2,3,3,3,5,0,2,2,4,0
0,32,4,5,1,1,1,2,1,4,2,0,3,3,4,1,2,2,3,0
0,39,3,3,1,1,1,2,2,4,1,3,3,3,2,1,2,3,3,0
0,37,3,5,1,0,1,2,3,5,3,3,3,3,2,2,1,0,4,0
0,25,3,5,1,0,1,2,5,4,3,3,3,3,3,1,2,2,3,0
0,54,5,6,1,1,1,3,3,5,3,3,3,3,4,1,2,0,4,0
0,29,3,5,1,0,1,1,1,5,3,3,3,3,2,1,2,2,3,0
0,38,3,5,1,1,1,3,1,4,3,3,3,3,5,1,2,2,3,0
0,35,3,5,1,1,1,3,5,5,3,1,3,3,5,0,2,3,3,0
0,29,3,5,1,0,1,3,2,5,3,3,3,3,2,0,0,1,4,0
0,36,3,5,1,1,1,2,4,5,3,3,3,3,2,2,1,2,3,0
0,37,3,5,1,1,1,4,3,5,3,3,3,3,3,1,1,1,2,0
0,38,3,5,1,1,1,3,4,5,3,3,3,3,1,2,2,0,4,0
0,26,2,3,1,0,1,2,3,5,3,2,3,3,4,2,1,2,4,0
0,31,1,3,1,1,1,3,5,4,2,1,4,2,2,1,2,3,3,0
0,32,2,3,1,1,1,1,4,5,2,3,4,3,4,1,3,2,4,0
0,38,3,3,1,1,1,4,5,5,2,1,4,2,2,1,2,1,4,0
0,40,3,3,1,1,1,1,4,4,2,0,5,2,3,0,2,1,1,0
0,39,3,3,1,1,1,1,4,4,2,0,4,2,2,1,0,1,3,0
0,41,3,3,1,1,1,1,4,4,2,2,4,2,5,1,1,1,3,0
0,32,3,3,1,1,1,2,4,4,2,2,4,2,3,1,3,3,3,0
0,42,3,2,1,1,1,3,4,5,1,2,3,2,5,2,1,2,3,0
0,36,4,2,1,1,1,2,4,4,1,2,4,2,4,0,1,2,3,0
0,35,3,2,1,1,1,1,5,5,2,2,4,2,2,0,0,2,2,0
0,31,3,2,1,1,1,1,4,5,1,2,4,2,5,2,2,1,3,0
0,33,4,1,1,1,1,2,4,4,2,2,4,3,2,2,2,3,4,0
0,30,3,3,1,0,1,2,5,5,1,2,4,3,1,2,1,2,1,0
0,29,3,3,1,0,0,2,5,5,2,2,4,2,2,2,1,2,4,0
0,40,3,2,0,1,0,3,5,5,1,2,4,2,3,2,2,3,2,0
0,57,3,6,0,1,1,3,4,4,3,4,1,3,1,1,2,2,4,0
0,42,3,2,0,1,0,3,5,4,3,0,4,2,2,2,1,2,3,0
0,35,5,1,0,1,1,3,5,4,2,3,4,2,5,1,2,2,2,0
0,40,4,1,0,1,1,2,5,5,2,2,3,2,1,2,0,3,1,0
0,30,4,1,0,0,0,2,5,4,1,0,4,2,3,2,2,2,4,0
0,33,2,1,0,0,0,4,4,4,2,2,4,2,2,1,1,2,4,0
0,30,2,1,0,0,1,4,5,4,2,2,0,2,2,2,1,2,4,0
0,29,1,1,0,0,0,3,5,4,2,2,4,2,2,1,0,1,2,0
0,30,1,1,0,0,1,2,5,5,2,2,4,2,5,1,0,2,2,0
0,32,1,1,0,0,1,4,5,4,2,2,4,2,2,1,0,3,4,0
0,43,1,1,0,0,1,4,5,4,2,2,4,2,1,1,2,1,2,0
0,36,1,1,0,0,1,2,5,5,2,2,1,2,1,1,0,2,3,0
0,34,1,5,1,0,1,4,5,5,0,2,4,0,4,0,1,3,3,0
0,32,1,5,1,1,1,1,5,5,0,1,4,2,3,0,1,2,4,0
0,40,1,5,1,1,1,4,4,5,2,2,4,2,2,0,2,2,3,0
0,31,1,5,1,1,1,4,4,5,1,1,3,0,4,2,3,0,4,0
0,32,1,5,1,0,1,3,4,5,2,2,4,2,4,1,0,1,3,0
0,31,1,5,1,0,1,4,4,5,2,2,4,2,5,1,2,2,4,0
0,28,1,5,1,0,1,4,4,4,2,2,4,2,2,1,2,1,2,0
0,49,1,5,1,1,1,1,4,4,2,2,4,2,3,0,2,2,4,0
0,35,2,5,1,0,1,2,2,5,2,2,4,2,5,2,2,1,3,0
0,28,1,4,1,0,1,4,2,4,2,3,4,2,2,1,2,3,2,0
0,35,1,5,1,1,1,2,2,5,2,2,4,2,3,1,2,1,4,0
0,42,1,3,1,1,1,3,4,5,2,2,0,2,2,0,1,2,3,0
0,29,2,4,1,0,1,1,1,5,2,3,4,2,2,2,1,2,2,0
0,35,1,3,1,1,1,1,4,5,0,1,3,2,3,2,2,2,2,0
0,35,1,3,1,1,1,2,4,4,2,2,4,2,2,1,1,1,4,0
0,30,1,3,1,1,1,2,4,5,2,2,4,2,1,2,0,2,2,0
0,43,3,2,1,1,1,1,5,5,2,2,4,2,4,1,2,2,4,0
0,33,1,2,1,1,1,2,5,5,1,3,4,2,4,0,2,3,4,0
0,34,1,2,1,1,1,5,5,5,2,2,4,2,4,2,2,2,2,0
0,36,1,2,1,1,1,5,5,4,2,3,4,2,1,1,2,2,2,0
0,33,1,2,1,1,1,3,2,5,2,2,4,2,2,1,1,1,1,0
0,31,1,3,1,1,1,3,5,5,2,4,4,2,5,1,0,3,2,0
0,27,2,3,0,0,1,1,4,5,2,3,4,2,1,1,1,2,3,0
0,36,2,5,1,0,1,2,4,5,2,4,4,2,1,1,2,3,2,0
0,33,2,5,1,0,1,5,4,5,2,4,3,2,2,2,0,2,2,0
0,21,2,4,1,0,1,5,4,5,2,4,4,2,3,2,0,1,4,0
0,37,2,2,1,0,1,1,4,5,2,4,4,2,1,1,2,2,4,0
0,27,1,5,0,0,0,1,5,5,2,3,4,2,2,1,2,2,4,0
0,31,3,5,1,1,1,1,5,4,2,4,4,2,3,1,1,1,4,0
0,36,3,5,1,1,1,4,5,5,2,4,4,2,3,2,2,1,3,0
0,33,3,5,1,1,0,2,5,5,2,4,4,2,2,1,0,2,1,0
0,36,2,5,1,1,1,4,5,5,2,4,4,2,1,1,1,2,4,0
0,36,2,5,1,1,1,3,5,5,1,4,4,2,4,1,1,2,3,0
0,34,2,5,1,1,1,4,5,5,1,3,4,2,2,2,2,3,1,0
0,20,2,4,0,1,0,3,5,4,2,2,4,2,3,2,2,2,2,0
0,38,1,1,1,1,0,4,5,5,3,2,4,2,1,2,3,2,3,0
0,34,3,1,1,1,0,2,5,4,3,2,4,2,1,0,1,2,3,0
0,32,1,2,1,1,0,5,5,4,2,2,4,2,3,1,2,2,1,0
0,37,1,2,1,1,0,4,3,4,2,2,4,2,2,0,0,1,3,0
0,25,1,4,1,0,0,4,5,4,2,2,4,2,2,1,2,2,4,0
0,41,1,2,1,0,0,5,5,4,2,1,4,2,1,1,2,2,3,0
0,37,1,2,1,0,1,2,5,5,2,1,4,2,2,2,1,3,2,0
0,40,1,2,1,1,1,4,5,5,2,1,4,2,1,2,1,1,3,0
